description,id,jobflag
Supports the regional compliance manager with day-to-day compliance support to assist the business and other stakeholders.,,4
Assist with Service Organization Control (SOC) examinations,,4
"Ensure orders are processed timely and accurately. Address any order adjustments and billing corrections completely. Support post-purchase ownership experience including delivery and service scheduling, replacement parts ordering, and consumer relations activities.",,4
"Follows a disciplined, structured sales process by deploying solution selling and strategic selling tools and techniques",,4
Provide clients with data cleansing opportunities as a result of the data discovery process,,4
Leading / Mentoring junior engineers,,4
Demonstrate the software on request such as: during technical pre-sales and promotional events,,4
Tasked with coming and and helping the DevOps environment up and running quickly,,4
"Update and continuously improve knowledge, skills and attitude pertaining to instructional design and related fields. Coach Learning Institute teammates.",,4
Work with clients to develop network engineering solutions from concept through implementation,,4
Develops referral partners by building a professional network in the market,,4
"Work with customer technical leads, client executives, and partners to manage and deliver successful implementations of cloud solutions, becoming a trusted advisor to decision-makers throughout the engagement.",,4
Customize and manage the ERP System to meet business requirements,,4
Develops new market ideas and assists in developing and implementing sales and/or marketing plans.,,4
"Facilitate Workday process and configuration evaluation and review     with administrators to ensure consistency, efficient use of each     Workday module, and innovative use of technology.",,4
"Reviews and edits requirements, specifications, business processes and recommendations related to proposed solution",,4
"Account for deliverables in addition to project plan, templates and guides will include a post implementation long term plan for management of new contracts, maintenance of existing contracts, contract modeling, contract variance, and guidelines for managing the AR net down logic.",,4
Coordinate and facilitate between internal teams to gain feedback and insight into deals and initiatives.,,4
"Providing Service Delivery in the form of ART Launches, Leading SAFe and Value Stream Workshops, Product Manager/Product Owner Trainings, Inspect & Adapt Workshops, Portfolio Management Workshops, and Leadership Facilitation Sessions",,4
Overtime is required in order to meet client deadlines.,,4
Provide leadership at conferences and actively participate at events and meet-ups,,4
Development of company values and objectives,,4
digital engagement program designs,,4
Develop detailed design and configure business rules as per requirements,,4
"Manage payroll operations, focusing on growing payroll resource knowledge & long-term problem-solving skills.",,4
Transform to multichannel innovations,,4
Roadmap: Works with stakeholders to determine short and mid-term product development strategy for the Marketing and Communication Platform and ensures alignment with overall member engagement vision and strategy. Ensures buy-in for the product development strategy both internally and with key internal business partners.,,4
"Provide training and education programs for physicians, clinical support staff, and Impulse Dynamics field-based personnel around the benefits of Cardiac Contractility Modulation (CCM) therapy and company devices.",,4
Work on multiple projects simultaneously,,4
"Create technical documentation for corresponding projects, tickets, and tasks.",,4
Demonstrated leadership skills,,4
Receipt of service provider acknowledgment of responsibility of PA card data they manage,,4
Report directly to the Sales Manager regarding objectives and creative ideas.,,4
Perform Operating Model Assessments for processes submitted through the Functional Requirements Review Board to determine automation suitability and complexity,,4
"This position is not within technology, it is supporting financial legal individuals within investments. This is more of an operational role.",,4
Perform analytical review of client data,,4
Creation of the baselined project schedule based on the WBS as well as important milestones,,4
"Assists in support improvement efforts and training working with clients, developers, and other technical staff to achieve desired outcome. (Approx. 10%)",,4
Continue to develop insurance and business intelligence knowledge while learning how work assignments address business issues.,,4
Educating partners on the benefits of recommending products and services,,4
Evaluating system architectural documentation and plans for technical viability and risks.,,4
"Support deployment of new CPQ/ Billing systems for assigned Vertical, Line of Business or Channel",,4
Serve as technical consultant and advisor for clients.,,4
"Engage in customer and/or prospect management activities. Drives proactive sales conversations through outside interactions at non-PNC locations with a defined sales process including, identifying and independently acting upon sales opportunities to build a strong pipeline of appointments to meet assigned sales goals. Leverages ecosystem partnerships as well as community centers of influence to acquire, expand and retain relationships.",,4
Collaborate closely with Commercial Capital Offer Strategy and Development to ensure execution feasibility of the proposed pricing and respective terms and conditions,,4
Demonstrate and support all St. Louis Arc Diversity and Inclusion practices/initiatives,,4
Communicate effectively with customers and vendors both verbally and through email.,,4
Complies with Company Drug & Alcohol Policy maintaining favorable drug testing results throughout the term of the contact,,4
"Senior Consultants will participate in setting engagement objectives and scope; develop work plans for components of engagements, coordinate activities between work streams and identify changes in scope.",,4
Work closely with developers and QA resources to ensure that the built solution meets client requirements,,4
"Define and refine the scope of work for integration projects, provide project and change management, data and business rule discovery and alignment, and documentation of the client's environment.",,4
Work with the team and clients to maintain and update system applications,,4
Accompany customer on test drives and demonstrate vehicle features and technology.,,4
Assist with answering requests for proposals for FICA services,,4
Participate in and/or lead the development of deliverable content that meets the needs of the client and contract,,4
Present recommendations and solutions to client leadership,,4
Support our partners with training and implementations,,4
"Support other engagements, such as those being led by the GRC Team.",,4
Collect and document technical requirements from customers and configure the Carbon Black software to work within the capabilities of the application for those requirements. Review the configuration decisions that are available to customers and provide expertise and guidance on best practices.,,4
"Initiate timely telephone calls, faxes or emails to the customer to obtain, document or pass along needed information.",,4
Maintains professional appearance.,,4
Cultivate new and existing client relationships to develop business opportunities,,4
"Research, identify, prospect and qualify new potential customers",,4
Support Business Process Reengineering (BPR) for analysis and redesign of federal payroll and cost management business processes using SAP CO to:,,4
"For small and medium engagements, perform project management functions including, but not limited to, project planning and definition, project scheduling, tracking status, and project completion reporting",,4
Ability to handle high volume of work and work under deadlines,,4
"Examine firewall, web, database, and other log sources to identify evidence and artifacts of malicious and compromised activity.",,4
Bring all the capabilities to bear in designing client-specific change and transformation execution journeys,,4
Compliance progress and monitoring of Service Providers,,4
Maintain inventory by observing inventory levels and prompting store management/Sales Representative to reorder when levels appear low.,,4
"Advise technical and non-technical audiences on information security concepts using presentations, reports, code samples, and visualizations.",,4
"Lead efforts in cross-functional projects through a strong understanding of business systems, processes, and policies",,4
Must be familiar with various data integration techniques to harvest and integrate metadata from various places and tools.,,4
Continuously develop product and sales knowledge to become the vehicle authority.,,4
Collaborate as a participating member of the IT-Security and Information Security team,,4
"Supervise, lead, mentor, and cross-train teams of both blue team and red team consultants.",,4
"Regularly updates eGRC - based on completed compliance monitoring reviews - and creates new ""risks"", and ""issues"", and inputs remediating action plans the business has agreed to",,4
Keep our data separated and secure across national boundaries through multiple data centers and AWS regions.,,4
You must be able to manage your time and generate additional appointments through referrals and other self-generated devices we equip you with.,,4
Feedback: To provide respectful yet honest feedback to leadership about how to better achieve the DevOps goals,,4
Maintain an owner follow-up system that encourages repeat and referral business.,,4
"Collaborate with other consulting professionals to identify unique real estate solutions applicable across the Federal, state/local and higher education communities",,4
"Ensure smooth transition to technical and delivery teams of the business / functional / technical requirements agreed with customer via proper Statement of Work, and facilitate and relationship building with customer",,4
"Technical Advisor, responsible for providing best practices, design considerations, verifying NetApp cluster architecture, recommending solutions, etc....",,4
"Assisting ServiceNow HRSD projects and work-streams through discovery, design, build, test, and deployment activities leveraging our agile deployment methodology",,4
Deliver detailed demo of the solution/product and provide documents/training to,,4
Build client relationships through daily and/or on-going interface,,4
"Assess a client's current core administration capabilities, define desired future state, identify gaps, and propose potential solutions",,4
Collaboration: Work with your peers within your team and outside your team to help develop these solutions. Work with leaders at customer locations to help advise them on how best to achieve their DevOps goals,,4
Help the company to provide evaluation to the customer or business opportunities in a technical perspective,,4
Ability to perform multiple tasks at the same time,,4
"Collaborates with different functions within the organization such as Sales, Solutions and Delivery Teams for proposals, contracts, etc.",,4
"Manage workflow processes to view actual costs by cost object (cost center internal order, work breakdown structure (WBS) and similar).",,4
Document support issues in the company CRM and report to relevant area,,4
Lead customer workshops and document Business Process Designs,,4
Maintain personal productivity in a matrixed work environment,,4
"Work with software languages which will include node.js, Go, Java, PHP, Ruby and COTS based application distributions",,4
"Most leads provided by lead development team, but must also be willing to utilize software tools provided to hunt new leads.",,4
"Identify and implement TTPs (Tactics, Techniques, and Procedures) to manage security risks.",,4
Adhere to the Company's Quality and Business Processes in order to follow,,4
"Tracking of project issues, action items and resolutions",,4
Assessing industrial workstations using proven analysis and solutions methods.,,4
Operationalize and automate well defined data products independently.,,4
"Assist with the full project lifecycle including requirements gathering, functional design, installation, user acceptance testing, issue resolution and production implementation",,4
Introduce customers to Service Department personnel to emphasize to them the quality and efficiency of service repairs and maintenance available in our expert service department.,,4
Understand funding processes and collaborate effectively with funders,,4
"Build, develop and test detailed functional designs for business solution components and prototypes.",,4
Appropriately escalates issues requiring resolution.,,4
"Lead a small team that combines a general knowledge of multiple technology areas with knowledge of the targeted business function. Team will dene and document the business requirements, including pre-project definition, scoping, and prioritization of solutions aligned to desired business and technology strategies.",,4
Communicating key insights and findings to the product team.,,4
"Responsible for understanding business and technical problems addressed by the products including key regulations, business drivers, evolving business needs, security etc.;",,4
"Architect, Design, Develop & Implement innovative software solutions related to the modern software development practices, DevOps and Agile Transformation of the enterprise.",,4
Manages own personal and professional development; seeks opportunities for professional growth and expansion of consulting skills and experiences,,4
"Develop new consulting business opportunities with leading corporates in the food, beverage, cosmetic, textile and retail sectors and closely collaborate with the Key Account Management Team",,4
Coach and grow BOARD competences across the team and lead Consultants and Associate Consultants in project deliveries,,4
Provide and own application support in assigned areas.,,4
Gaining referrals from current customers and participating in marketing demand generation initiatives,,4
Provide leadership and tactical expertise in the implementation and maintenance of company's business systems and resources to drive operational efficiencies and ensuring that business and regulatory requirements are met,,4
"Assists in the resolution of billing, claims, or collection issues.",,4
"Create a system for maintenance of all site required documentation related to HSE issues, i.e. accident reports, inspection reports, training logs",,4
Identify opportunities for efficiencies in work process and innovative approaches to completing scope of work,,4
"Coordinate with device development teams, parking vendors and customers to achieve and delivery solutions.",,4
Assist with training and makes recommendations to end users on hardware and software applications.,,4
Participate in business process management group efforts to collect and analyze metrics and continually improve processes owned by the group.,,4
"Generate cost experience and reconciliation reports including DONIBIS, SSR, and custom reports, as needed.",,4
"Develop & execute comprehensive project plans, leveraging creativity & tenacity to solve tough problems & drive program success.",,4
Provide technical and clinical expertise on Impulse Dynamics products while remaining educated on current industry trends and relevant competitive devices.,,4
Utilize dealership control and follow-up system and procedures,,4
"Consultant provides reports of findings, analysis and recommendations for short, medium and long-term actions. The findings may be presented at one time or periodically at project milestones.",,4
Performs complex data modeling studies for senior management and develops detailed data models.,,4
"Analyzes and designs data models, logical data bases and relational data base definitions.",,4
"Responsible for building and maintaining strategic partnerships with DH&A leadership, as well as having accountability for all technology delivery for the DH&A through direct engagement of delivery teams or partnership with other parts of Humanas IT organization.",,4
Support the Category Management department in executing Merchandise Planning functions to produce Best in Class planograms for our retail partners.,,4
"Assessing restructuring operating models, organizational structures, and business processes to streamline real estate and facilities management service delivery",,4
"Using the details regarding an employee separation provided by the client, interpret and apply state laws and regulations in response to unemployment documents.",,4
Developing and managing sales related projects,,4
Prepare and submit paperwork according to established time frames and guidelines meeting agency and funding requirements,,4
"Work closely with Marketing, Agency Administrator and Clinical Management to ensure that the demand for clinical care is aligned with our capacity and at no time compromises the Agency ability to provide the best quality care for our patients",,4
"Actively develops and maintains job knowledge as a subject matter expert via review of the medical literature, attendance at professional meetings and/or other educational venues. Applies significant clinical experience and subject matter expertise towards evaluation and judgment of complex evidence as it relates to clinical decision support needs. Actively develops and maintains clinical expertise with the express purpose of translating this expertise into improving or creating drug content. Continually develops and refines writing and database skills",,4
"Proactively interact with key client management to gather information, resolve problems, and make recommendations for improvements and cyber risk reduction.",,4
To qualify prospects while introducing the solution and determine technical and,,4
"End to end execution of the payer research projects; understanding clients need, designing the questionnaire, selecting and suggesting payer archetypes which fits best for the clients need, analyse the payer responses, and develop deliverables including strategic insights and recommendations.",,4
"Contributing to the functional and technical design, prototyping, and process design stages of implementations (including scenario design, flow mapping).",,4
"Participate in the maintenance of a repository of all internal testing, compliance reporting and evidence for the Program. Post all required and relevant evidence to the QSA portal for assessment.",,4
Learning an entities risk profile and control environment and the impact on internal audits scope and planning,,4
Provide detailed remediation guidance for findings,,4
Notifies possible resident of application approval or disapproval. Assists qualified residents with completing lease agreement and collects initial rent and deposit payments. Assists new residents with the move-in process.,,4
"Perform job site analysis, determine employee exposure, and recommend safe work procedures",,4
Effectively presenting conclusions in both written and verbal form to Practice Leadership and our clients' senior management with the risk perspective of our clients' audit committees.,,4
Develop and provide guidance on implementation best practices,,4
Develop in-depth knowledge of the service catalog and how it relates to customer needs.,,4
"Report to the Sales Managers regarding objectives, planned activities, reviews and analytics.",,4
Identification of new project risks and maintaining the project risk log in Clarity for assessment and resolution,,4
Designs and develops our architecture requirements and specifications to ensure the system is meeting corporate needs.,,4
"Assist in assessments of client network environments, identify gaps and performance improvement opportunities based on leading industry practices",,4
"Market Knowledge: Ensures our marketing and communication channels are modern and up-to-date, capable of efficiently delivering world-class communications to all customer types, and ensuring that vendor partners are delivering as needed.",,4
Participates in special projects and performs other duties as required.,,4
Leads Conceptual and Detailed Design sessions to identify a client Master Data Management requirements,,4
Coordinate technical testing as system acceptance testing,,4
Work within the team to prepare estimates and Level of Effort for tasked projects.,,4
Facilitates issues resolution in collaboration with IT and Client operational areas. Provides direction and/or oversees any corrective action performed by other IS departments,,4
Maintain required certifications mandated by the regulations and take an active role in maintaining respiratory fitness through Chubb Global Risk Advisors' medical surveillance program.,,4
"Assemble large, complex data sets that meet functional / non-functional business requirements.",,4
Maximizes sales opportunities by planning and managing selling time,,4
"Design, plan and oversee the implementation of strategic investment management solutions including operating model, process reengineering, technical design and development",,4
Support development of new Payer Interactive Technology platform.,,4
Researching customer business model/vertical specific business approach,,4
"Adheres to a varied work schedule, including weekends and some holidays, as required, to be available to current and forthcoming residents.",,4
Conduct accident investigations and facilitate the return to work program as per client standards.,,4
Develop his / her reputation within the client hierarchy and assume account leadership.,,4
Evaluate remediation contractor performance and advise the client on regulatory compliance.,,4
"Pursuit of exceptional quality of experience, achievement of sales goals and stand-out individual performance, all of which will qualify to be rewarded with additional monetary incentives.",,4
"Build, develop and test detailed scripted customized solutions and prototypes.",,4
"Analyze the client's business, draw conclusions, prepare final reports and give presentations",,4
Provide internal support for other proprietary owned business applications which are non-Microsoft Dynamics 365/CRM related.,,4
Assists in creating and implementing a plan for marketing the property and improving resident satisfaction. Aggressively markets the property on a regular basis to generate traffic.,,4
"Manage the regional Dispensing sales contracts lifecycle including provision of lead information (from internal data),quote generation, drafting/redlining, negotiation, execution, amendment, extension and retirement",,4
Provide technical solutions in consultation with technical team within agreed,,4
Perform other duties as assigned,,4
"Lead multiple standard and some high-profile projects and collaborate with the design team to accomplish project goals and objectives. May, on occasion, facilitate learning events.",,4
Develop recommendations and solutions for your client using frameworks to outline your approach,,4
"Investigates and resolves any client concerns with supervisor, other departments and/or Account Managers in a timely manner.",,4
May act as a project manager on some projects.,,4
Analyze and understand client traffic flow to schedule in-store coverage to be the most impactful to the store and sales.,,4
"Proactively utilize the CRM system to record and maintain shopper/ owner information, feedback, and insights to be used by internal teams to drive business success.",,4
Meet with client staff on a daily basis to understand key issues     with how they operate today and identify opportunities for     improvement in their operations and technology landscape,,4
"Apply and develops data derivations, business transformation rules, and data requirements.",,4
Prepare high-quality technical reports and presentations supporting the findings of the above studies.,,4
Contribute to new business proposals and proposal development,,4
"Construct the Contract Record - identify and collate all original contracts, subsequent amendments, and related documents that represent the full contractual relationship and obligations with specific external entities.",,4
Will be an Excellent team player - self-motivated and committed resource with an ability to work under pressure and to tight deadlines,,4
Holding project meetings and providing project meeting minutes,,4
"Have a solid working knowledge of PV modules, inverters, meteorological stations, and trackers",,4
Establish and maintain good working relationships with client engagement team personnel,,4
Support for daily ERP operations for related business systems and processes,,4
Redesign processes to capitalize on self-service & systems capabilities.,,4
Focus on matching business needs with solutions. Utilize first-hand knowledge of customer requirements and suggestions to influence the future direction and evolution of OnBase solutions.,,4
Monitors and reports on progress in completing engagements and accomplishing goals,,4
Conduct all sales and business activities with highest degree of integrity and professionalism,,4
"Provides counsel and advice to top management on significant Infrastructure matters, often requiring coordination between organizations.",,4
"Maintain high ethical standards in the performance of service, understand the ethical standards of client and report actual or perceived unethical conduct or behavior.",,4
Contribute to the Wave6 library of assets to support analytic solution delivery,,4
"Supporting the development of improved capabilities in clients     across business processes, people and technology",,4
Represent our company as a business consulting expert. Become a trusted advisor by overseeing the technical aspects of Enterprise Performance Management solutions,,4
"Help, administer, and enforce policies, procedures, and processes to harmonize contract negotiation and general provisions, with appropriate flexibility to meet customer/market needs and dynamics. Ensure that risk is mitigated and regulations are appropriately addressed consistently across all business offerings",,4
Acquire and maintain deep product knowledge and skills,,4
Daily administration/development of Syteline ERP,,4
Management of project change requests and scope changes,,4
"Work with the business stakeholders, operations staff, and on-shore and off-shore development teams to design, document and implement solutions that meet strategic business objectives.",,4
Develop skills and knowledge by continuing education on topics related to the position responsibilities,,4
Maintains accountability for adherence to company and divisional organization policies and procedures.,,4
"Serve as a trusted advisor to clients by leading conversations to understand, interpret, and document analytics business challenges and needs",,4
Translating your professional courseware delivery experience into detailed feedback and continuous improvement to the Scaled Agile courseware,,4
Responding to Request for Information/Proposal documents;,,4
Preparing and distributing reports,,4
Communicates project status and escalates issues as needed.,,4
"Adhering to Company policies, procedures, and directives regarding standards of workplace behavior in completing job duties and assignments.",,4
Working directly with the client to communicate information and coordinate our team's efforts with project stakeholders.,,4
"Experience in an ERP implementation role with SAP Business One preferred, but not required. (Also beneficial would be implementation experience in SME space with other products such as Microsoft Dynamics, Sage, Epicor, and/or Netsuite);",,4
"Develop Strategies for Global Payer Recruitment, including specified archetypes, categorization, engagement, and growing our network.",,4
Work with Hardware and Software vendors to resolve product issues and research products.,,4
"Lead the planning, management and execution of consulting mandates on sustainable supply chains and agriculture with necessary know-how and skill set to ensure the most efficient and highest quality implementation",,4
Assist in completion of enrollment forms with non-English speaking families.,,4
Maintain a prospect development system.,,4
Reports to and takes direction from the Presales Head,,4
Supports the business with reviewing submitted requests for the entertainment of third parties.,,4
Unlock growth both by understanding how the partner can better leverage our products and services as well as being the voice of the partner to cross-functional teams.,,4
Design and develop dashboards and datasets that address client requirements,,4
Provide application and business consulting services,,4
"Provide leadership to other members of the team, both onshore and offshore.",,4
"Act as Subject Matter Expert for sub-contractors, providing guidance for related functions",,4
Express the business brand image and mission in every interaction with owners and potential owners.,,4
Support the implementation of company directives and processes to meet internal/external client needs such as retention and satisfaction related to the success of the transactional fulfillment process,,4
"Continuously enhance features, functionality, and process to achieve organizational goals.",,4
"Lead incident response engagements to guide clients through forensic investigations, run live memory capture, containment of security incidents and guide longer-term remediation recommendations.",,4
Will not have direct reports but will influence and direct activities of a team related to special initiatives and/or projects.,,4
Challenging conventional thinking to enhance credibility and establish differentiation from competitors,,4
Work with our customers to enhance business processes through the implementation of the IDC products and solutions,,4
Make presentations to all levels of an organization,,4
Conducts interviews and perform analysis to create business cases for projects.,,4
"Collaborate with sales teams to understand customer requirements and provide sales support, working closely with all the key dealer/SI in the assigned region, build personal trust and relationship with customer",,4
Self-motivated and driven to achieve success within a consulting environment;,,4
Contributing to developing business rules that enable implementation of strategies via marketing automation tools (ex. Adobe),,4
"Troubleshoots and resolves end-user problems, ensures correct operation of personal computers, identifies and repairs microcomputer hardware and peripheral components such as monitors, keyboards, printers, an disk drives.",,4
Participate in project meetings and design reviews.,,4
"Deliver an exceptional shopping experience when assisting shoppers through the ordering process via email, phone, live chat or text.",,4
Guide clients using a change control process to minimize project scope creep,,4
"Deliver advisory services to Senior Management and above in     support of technology-enabled business change, e.g.: package &     third-party integrator selection, vendor selection, application     studies, solution architecture studies and/or program diagnostics     and recovery",,4
"Conduct relevant research, data analysis, and create reports",,4
Quickly understands the business issues and data challenges of client's organization and industry,,4
Write Personnel Calculation Rules and Schemas,,4
"Create user personas, process flows, interactive prototypes, wireframes, site maps, design specifications, and other UX artifacts.",,4
Managing sales opportunity progress through Salesforce and submitting accurate orders in a timely manner,,4
"Team Building: Develops and implements strategies to attract and maintain a highly skilled and engaged workforce by diagnosing capability gaps; recruiting, selecting, and developing talent; supporting mentorship, workforce development, and succession planning; and leveraging the capabilities of talent.",,4
"Acquires new business by prospecting for new customers in the area (via telephone calls, door-to-door, emails, letters, social media and networking)",,4
Analyzing applications and developing tests of critical processes,,4
Assists with marketing efforts in the community to promote positive awareness of the property and increase traffic of future residents.,,4
"Communicates effectively with customers and prospects according to their preferred method of communication, whether by phone, by e-mail, or in person.",,4
Creation and review of customer upgrade and maintenance plans,,4
Recommends and initiates systems testing,,4
Manage a sales territory with 50% travel commitment,,4
To achieve compliance the Port Authority must comply with the 260 PCI DSS Requirements that are applicable in the departments.,,4
Platform Subject Matter Expert: Is an expert at understanding how all of the parts of the Marketing and Communication Platform fit together and the key capability that they provide to the organization.,,4
Ability to perform light travel requirements as needed to meet business demands (on average 20%).,,4
Propose solution architectures and manage the deployment of cloud based distributed virtualized infrastructure solutions according to complex customer requirements and implementation best practices.,,4
"Independently drive the success of a project by directing activities, ensuring high quality deliverables and timely submissions",,4
"Selling at non-PNC locations requires: Access to a reliable vehicle transportation for travel to multiple work locations on a daily basis; and the ability to lift and carry up to 25 pounds (inclusive of, but not limited to, marketing materials, collateral and/or other promotional items as required).",,4
"Contributing to the functional and technical design, prototyping, and process design stages of implementations (including scenario design, flow mapping).",,4
Performs follows-up on pending estimates and maintains information in designated system.,,4
Candidate will be responsible for leading design discussions for implementing the Oracle Policy Automation product,,4
Supporting the organization's quality program,,4
Assisting in the completion of appropriate client set-up and maintenance forms,,4
Redesign operational procedures & processes.,,4
"Plans, organizes, and implements effective strategies using all company programs, tools and initiatives to increase market share in Merchandise, Equipment, Technology, and Service",,4
Facilitate all phases of shared service payroll operations:,,4
The individual will be leading a four person workstream to transform the clients supply chain for end-user IT Hardware to enable an agency-wide IT Category Management approach,,4
"Receive and prioritize claims, questionnaires, determinations and other unemployment related data.",,4
Optimization of business processes,,4
This role will work directly with application owners and business users providing guidance for established IAM standards.,,4
Lead and participate in incident response engagements to guide clients through forensic investigations contain security incidents and guide longer-term remediation recommendations.,,4
"Strong project management skills, problem solving/critical thinking skills, and verbal and written communication skills.",,4
Assist in training business users on data products/analytic environment.,,4
Prior experience doing Training Delivery,,4
Develop a sound understanding of business and information technology processes,,4
Understand the requirements of customers within the project and strives to deliver these consistently,,4
Work with the client to identify opportunities beyond the scope of the current project.,,4
"Scope includes regional MMS Dispensing-Pyxis Capital Sales Contracts and Master Agreements for healthcare facilities including Hospitals and Regional Networks (e.g., IDN), Non-Acute facilities, etc. Excludes GPOs.",,4
Interact with and build relationships with clients and contribute to the successful winning and delivery of corporate consulting mandates,,4
"Delivery: Manage and deliver components of client engagements that identify, design, and implement technology and creative business solutions for large companies. Responsibilities include, among others, identification of business requirements, functional design, process design, prototyping, testing, training, and providing post-go-live support.",,4
"This effort will also include facilitated design workshops, change management, and communications with a wide number of stakeholders at various levels across the client",,4
Share all knowledge and training with internal colleagues and teams,,4
"Contribute in evolving a Customer's EAI and SOA vision by implementing methodologies, and procedures conforming to standard patterns and practices",,4
"Provide leadership to the HR Unified Technologies organization     through mentoring, training, documenting, etc.",,4
"Train partners, clients and end-users in both classroom and one-on-one environments",,4
"Focus on customer satisfaction, retention and brand loyalty through every customer interaction.",,4
Create presentation dashboards and implement analytical tools to enhance action of the discoveries,,4
Performs any additional duties assigned.,,4
Participate in the installation of application releases into production as directed.,,4
"Provide mentoring and training to peers, colleagues and partners;",,4
"Maintain chain of custody of sampling activity, analytical data and project recordkeeping (log book) in accordance with regulatory requirements and Chubb Global Risk Advisors' recordkeeping responsibilities.",,4
Plan and customize products to meet customer needs,,4
Provide on-going post implementation support to optimize user adoption and NetSuite configuration.,,4
Ability to work in Agile or Waterfall projects and has a thorough understanding of SDLC,,4
Develop training materials for end users on the system changes being implemented,,4
Maintains inventory of computer parts and log of all repairs and service performed.,,4
Work with clients to pre-verify the data elements needed,,4
"Work with key stakeholders to create, draft, and communicate implementation standards to facilitate smoother operations and improve decision making.",,4
Resolve Tax Reporter related issues during the year-end W-2 processing by collaborating with the respective teams,,4
Analyze retail and market level data to develop planogram schematics utilizing JDA Space Planning software platform.,,4
"Work with Managers to develop an individual career development plan focused on skills and experience enhancements, customized career development plans, and achieving developmental milestones within the practice to further your progression within the firm.",,4
Thorough and accurate documentation of all customer inquiries and transactions.,,4
Facilitate process discussions with customer and our technical services team.,,4
"Improve business awareness of existing Service Catalog offerings and potential IT Services to enable transparency and unprecedented levels of value and customer satisfaction. Support reporting on IT budget, cost, value, and opportunities to optimize IT spend (initiatives and support services).",,4
Work with pre-sales personnel and channel partners to address relevant business requirements,,4
Write strong functional and technical specifications for client enhancements,,4
Assist sales in the qualification of customer needs through discovery;,,4
Support ad hoc projects as assigned by management,,4
"Provide solutions to business problems of prospective customers and participate in meetings, presentations, and whiteboard sessions.",,4
"Generate sales in your territory for assigned retail stores by demonstrating products, conducting store events, corporate events, and side by side selling with store personnel.",,4
Provide management consulting advisory services in the commercial insurance industry across business functions with a focus on Risk Engineering and Underwriting,,4
Organizing internal resources appropriate for each customer opportunity,,4
"Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS 'big data' technologies.",,4
"Will be required to support business development, marketing and proposal development efforts",,4
Stays abreast of latest technology and regularly reviews potential paths of change with IT management,,4
Accountable for the business relationship management of assigned client counterparts and will work closely with those persons to scope and shape IT project intent that advance business value driven strategies,,4
"Lead and execute network, web application, wireless, and social engineering penetration tests that will vary in level of complexity from simple to potentially complex",,4
Ability to learn existing training materials in order to deliver training,,4
Follow established implementation standards and service delivery requirements.,,4
Provide creative direction in the development of marketing materials as needed,,4
Prepares accurate and complete on-site moving estimates for individuals planning to move within the state. Follows pricing guidelines as established by the company.,,4
Work effectively at all levels of the organization to influence     and move toward consensus.,,4
"Become an expert who understands solar and energy efficiency, giving you the ability to show customers how to reduce their energy cost at no additional cost.",,4
Working on audit work papers for compliance with department policy and IIA standards,,4
Routine software installation and upgrades,,4
"Lead major portions of large, medium and small projects",,4
Created operational runbooks for new solutions deployed within the customer environment.,,4
"Responsible for Batch execution, monitoring and support of batch cycles across multiple test environments.",,4
"Work in collaboration across Product, Operations and Business Development work streams to define and deliver on ambitious acquisition and conversion goals",,4
Able to understand business drivers and challenges involved in implementation,,4
Determine each customer's vehicle needs and wants by asking questions and listening.,,4
"Provide on-going production support in our payroll and Time Management modules, resolve tickets and collaborate with appropriate teams to implement and test system fixes",,4
"Collects requests for new technologies, formulates solutions, estimates effort and budget, and develops business cases to support change",,4
"Partners with the Functional Solutions Architect to ensure the solutions for the finance, accounting and related business operations are sound and work well with the solutions being implemented throughout the project as a whole",,4
"Working within an engagement team, a Senior NetSuite Consultant is responsible for identifying business requirements, requirements management, functional design, prototyping, process design (including scenario design, flow mapping), testing, training, defining support procedures, leading work streams and supporting implementations",,4
"Deliver product trainings and presentations to SMEs, IT teams, and C-suite executives",,4
Generation of product demo scripts and scenarios and maintaining demonstration environment(s);,,4
Represent team in portfolio prioritization discussions for each supported business team.,,4
Able to quickly assess material issues based on past experience with other projects,,4
"Lead our company and client teams to identify maximum, sustainable results.",,4
Respond to customer requirements and mitigate customer needs,,4
Leveraging relationships with referral endorser partners and key industry partners,,4
"Maintenance, enhancement, and development of modules.",,4
Developing the points of value to deliver throughout the HR Service Transformation effort,,4
"Ensure Compliance with applicable OSHA, PHMSA, FMCSA, EPA, TCEQ, Federal, State, and local requirements",,4
"Have a solid working knowledge of equipment including combustion turbines, boilers, steam turbines, generators, transformers, air quality control equipment",,4
Defines and configures our STEP platform,,4
"Accountable to develop, share, and leverage best practices across IT.",,4
"Lead complex, large-scale projects for our Human Capital Management and Payroll Consulting group.",,4
Conduct business process mapping and requirements gathering sessions with new customers to determine configuration requirements both on-site and remote.,,4
"Proactively works with client and Account Management to ensure eligibility, indemnity, claims and other data exchanges are managed and functioning properly, collaborating with appropriate Operational and IT partners as needed.",,4
"Consult with the cross-functional team throughout development, testing, and roll-out to ensure designs are understood, implemented, and communicated appropriately.",,4
